Epoch,Training Loss,Validation Loss,Training Accuracy,Validation Accuracy
1,0.7053730487823486,0.5908032059669495,0.2694392800331116,0.30752500891685486
2,0.6630056500434875,0.5891297459602356,0.3324321508407593,0.34929999709129333
3,0.657566487789154,0.5845692157745361,0.343874990940094,0.3632250130176544
4,0.6539108157157898,0.5829134583473206,0.3602464199066162,0.3754250109195709
5,0.650408923625946,0.574941873550415,0.36221784353256226,0.375124990940094
6,0.6481178402900696,0.5761227011680603,0.3651178479194641,0.37221667170524597
7,0.6459887623786926,0.5709478259086609,0.3601464331150055,0.3778750002384186
8,0.6439826488494873,0.5730577707290649,0.35601070523262024,0.3624083399772644
9,0.6427850723266602,0.571185827255249,0.34447142481803894,0.33434998989105225
10,0.6416300535202026,0.5683615207672119,0.32928571105003357,0.3494749963283539
11,0.6407683491706848,0.5693839192390442,0.3308321535587311,0.3476000130176544
12,0.6372634768486023,0.5593003034591675,0.34911784529685974,0.3697916567325592
13,0.6358045339584351,0.5557318925857544,0.34927141666412354,0.36793333292007446
14,0.6345743536949158,0.5541759133338928,0.34448927640914917,0.373116672039032
15,0.6326096057891846,0.5579705834388733,0.3530464172363281,0.3760416805744171
16,0.6324429512023926,0.5552310347557068,0.35114285349845886,0.37304165959358215
17,0.6316473484039307,0.5509380102157593,0.3503178656101227,0.38444167375564575
18,0.6315383315086365,0.5541407465934753,0.3542821407318115,0.3957333266735077
19,0.6302714943885803,0.5502014756202698,0.35382500290870667,0.39213332533836365
20,0.6298496127128601,0.5471118688583374,0.36024999618530273,0.39344167709350586
21,0.6296499967575073,0.5525146126747131,0.3584928512573242,0.3872666656970978
22,0.6299082040786743,0.5492368340492249,0.3565642833709717,0.39364999532699585
23,0.6287305355072021,0.5496196746826172,0.3620249927043915,0.38776665925979614
24,0.6284469962120056,0.5504528880119324,0.35726428031921387,0.3814166784286499
25,0.6290220022201538,0.5534396767616272,0.35497498512268066,0.3783000111579895
26,0.6289510726928711,0.553130030632019,0.35486072301864624,0.37291666865348816
27,0.6276132464408875,0.5545087456703186,0.3629857003688812,0.4002250134944916
28,0.6276682019233704,0.5490624904632568,0.35667499899864197,0.3861916661262512
29,0.6278104186058044,0.5535650849342346,0.3586750030517578,0.37006667256355286
30,0.6267374157905579,0.5507377982139587,0.35700714588165283,0.3867250084877014
31,0.6267191171646118,0.5515962839126587,0.36147499084472656,0.38653331995010376
32,0.6271803379058838,0.5547272562980652,0.3573107123374939,0.3909166753292084
33,0.627576470375061,0.5500282049179077,0.3650892972946167,0.38788333535194397
34,0.6274175047874451,0.5514165759086609,0.35876786708831787,0.382791668176651
35,0.6256138682365417,0.5486078858375549,0.3613428473472595,0.38932499289512634
36,0.6259133219718933,0.549802839756012,0.3537321388721466,0.3796916604042053
37,0.6262666583061218,0.5501669645309448,0.3569642901420593,0.38449999690055847
38,0.6254082322120667,0.5480135679244995,0.35767143964767456,0.38411667943000793
39,0.62530517578125,0.5487562417984009,0.3608535826206207,0.39436665177345276
40,0.6250673532485962,0.5476893782615662,0.36425358057022095,0.39723333716392517
41,0.6244005560874939,0.5486798882484436,0.36593571305274963,0.3889666795730591
42,0.6244417428970337,0.5494040846824646,0.3641892969608307,0.3889833390712738
43,0.6236042976379395,0.5498923063278198,0.368103563785553,0.39544999599456787
44,0.6244787573814392,0.5473802089691162,0.3634999990463257,0.3812749981880188
45,0.6243701577186584,0.5493679046630859,0.36206427216529846,0.388949990272522
46,0.6242033839225769,0.547036349773407,0.35928213596343994,0.3890416622161865
47,0.6233363747596741,0.5433753132820129,0.36275714635849,0.3855000138282776
48,0.623553454875946,0.546855628490448,0.3635142743587494,0.4032000005245209
49,0.6235882639884949,0.5499590039253235,0.36550000309944153,0.3919749855995178
50,0.623189389705658,0.545360267162323,0.36397144198417664,0.39108332991600037
51,0.623364269733429,0.5480639934539795,0.3658035695552826,0.37679165601730347
52,0.6228539347648621,0.54596346616745,0.3623964190483093,0.3871416747570038
53,0.6231263875961304,0.5462654232978821,0.3627428710460663,0.3851666748523712
54,0.6235423684120178,0.5474823713302612,0.3611035645008087,0.38132500648498535
55,0.6238611340522766,0.5486518740653992,0.36432144045829773,0.36840832233428955
56,0.6238515973091125,0.5463817715644836,0.3570428490638733,0.36030831933021545
57,0.6235952973365784,0.5485228896141052,0.3525678515434265,0.3691500127315521
58,0.6226714849472046,0.5449352264404297,0.3572857081890106,0.37743332982063293
59,0.6228286027908325,0.5472396016120911,0.35654643177986145,0.3745083212852478
60,0.6240219473838806,0.5453181862831116,0.358732134103775,0.3844916522502899
