Epoch,Training Loss,Validation Loss,Training Accuracy,Validation Accuracy
1,0.6964103579521179,0.5771585702896118,0.2697142958641052,0.37201666831970215
2,0.6568157076835632,0.568646252155304,0.316946417093277,0.35421666502952576
3,0.6511427164077759,0.5625815391540527,0.3190821409225464,0.35858333110809326
4,0.6481649279594421,0.5662083625793457,0.3127642869949341,0.36189165711402893
5,0.6466628909111023,0.5649421215057373,0.30241429805755615,0.31310832500457764
6,0.6447350382804871,0.5615225434303284,0.29487499594688416,0.3047666549682617
7,0.6436361074447632,0.5627678632736206,0.28527501225471497,0.2945833206176758
8,0.6422841548919678,0.5633590221405029,0.28229284286499023,0.289041668176651
9,0.6410251259803772,0.5671522617340088,0.28866785764694214,0.3024750053882599
10,0.6406267881393433,0.5679556131362915,0.2919071316719055,0.29945001006126404
11,0.640460193157196,0.5652385354042053,0.2927857041358948,0.3118833303451538
12,0.6387738585472107,0.5668157935142517,0.28898927569389343,0.30777499079704285
13,0.6384561657905579,0.5705868601799011,0.2905714213848114,0.2882583439350128
14,0.6385307312011719,0.567988932132721,0.2848464250564575,0.30219167470932007
15,0.6379208564758301,0.5696029663085938,0.2892250120639801,0.3010583221912384
16,0.6368131041526794,0.5671105980873108,0.29142144322395325,0.30204999446868896
17,0.6382470726966858,0.5701773166656494,0.28751784563064575,0.2962000072002411
18,0.6383651494979858,0.5699324607849121,0.28660356998443604,0.3198249936103821
19,0.6382232904434204,0.5708868503570557,0.28525713086128235,0.2995666563510895
20,0.6386165022850037,0.5719281435012817,0.288100004196167,0.2762666642665863
21,0.6412520408630371,0.5786643624305725,0.2856607139110565,0.26460000872612
22,0.6398646235466003,0.5705071687698364,0.29351428151130676,0.3003750145435333
23,0.6420931816101074,0.5954181551933289,0.29381072521209717,0.25187501311302185
24,0.6408901810646057,0.5799686312675476,0.2943607270717621,0.2755916714668274
25,0.6427773237228394,0.5887491106987,0.30410000681877136,0.2711416780948639
26,0.6475250720977783,0.5972835421562195,0.3111535608768463,0.2984166741371155
27,0.6477140188217163,0.5930296182632446,0.31358927488327026,0.3237583339214325
28,0.6440516710281372,0.5829931497573853,0.3314250111579895,0.32432499527931213
29,0.6433405876159668,0.5806249976158142,0.3492642939090729,0.34244999289512634
30,0.6430313587188721,0.5904557108879089,0.35417142510414124,0.31002500653266907
31,0.6431354880332947,0.6066473126411438,0.3554571568965912,0.29140833020210266
32,0.6422653794288635,0.5968841314315796,0.3492071330547333,0.25824999809265137
33,0.6420233845710754,0.5827394723892212,0.34667500853538513,0.29284998774528503
34,0.6416056156158447,0.5890544652938843,0.3489464223384857,0.2680000066757202
35,0.6410178542137146,0.5954164862632751,0.34407857060432434,0.2721250057220459
36,0.6411793231964111,0.5907793045043945,0.3520857095718384,0.3187333345413208
37,0.6408432126045227,0.5926398038864136,0.35449641942977905,0.3142666518688202
38,0.6407606601715088,0.5840725302696228,0.3509535789489746,0.31029999256134033
39,0.6408967971801758,0.5911410450935364,0.3477642834186554,0.31706666946411133
40,0.6401171088218689,0.5839691162109375,0.3521607220172882,0.3160000145435333
41,0.639762282371521,0.5843199491500854,0.34792858362197876,0.3320166766643524
42,0.6395965814590454,0.5882424116134644,0.3427428603172302,0.2738083302974701
43,0.6397247910499573,0.5864960551261902,0.3465142846107483,0.27593332529067993
44,0.6390231847763062,0.5908270478248596,0.3506571352481842,0.2859833240509033
45,0.6390942335128784,0.5937111973762512,0.35151785612106323,0.3191666603088379
46,0.6389680504798889,0.5868839025497437,0.34545713663101196,0.3420916795730591
47,0.6391779780387878,0.5863043665885925,0.34478214383125305,0.30846667289733887
48,0.6393539905548096,0.5825753211975098,0.34009286761283875,0.32664167881011963
49,0.6382901072502136,0.6015636324882507,0.34580355882644653,0.30172500014305115
50,0.6380494832992554,0.5839586853981018,0.347428560256958,0.29751667380332947
51,0.6386041045188904,0.5905413031578064,0.3485249876976013,0.29431667923927307
52,0.639712393283844,0.5866867303848267,0.34785357117652893,0.288100004196167
53,0.6385894417762756,0.5932949781417847,0.3514678478240967,0.27099165320396423
54,0.6377690434455872,0.5891964435577393,0.35174286365509033,0.30645832419395447
55,0.6382734179496765,0.5850349068641663,0.3495321571826935,0.3010833263397217
56,0.6373923420906067,0.5936477184295654,0.34683215618133545,0.31326666474342346
57,0.6376189589500427,0.5885952711105347,0.34698572754859924,0.297941654920578
58,0.6368608474731445,0.5866650938987732,0.34231072664260864,0.2869666814804077
59,0.6373259425163269,0.5810262560844421,0.33867499232292175,0.31802499294281006
60,0.637272834777832,0.5829613208770752,0.33700355887413025,0.318408340215683
