Epoch,Training Loss,Validation Loss,Training Accuracy,Validation Accuracy
1,0.1721319705247879,0.1629384458065033,0.5328071713447571,0.6069083213806152
2,0.14955580234527588,0.15740273892879486,0.6232964396476746,0.5503333210945129
3,0.14669683575630188,0.1523258537054062,0.5983142852783203,0.5685083270072937
4,0.1447097808122635,0.15047255158424377,0.6139143109321594,0.5985249876976013
5,0.14362363517284393,0.15299460291862488,0.6406678557395935,0.6351416707038879
6,0.14292767643928528,0.1506093591451645,0.6491857171058655,0.6302083134651184
7,0.142543226480484,0.1479479968547821,0.6421856880187988,0.6324250102043152
8,0.14224766194820404,0.1496497243642807,0.6405249834060669,0.6206750273704529
9,0.14201200008392334,0.15055380761623383,0.6407607197761536,0.6012583374977112
10,0.14186905324459076,0.14975474774837494,0.6349464058876038,0.6326333284378052
11,0.14168120920658112,0.14935486018657684,0.632271409034729,0.5997416377067566
12,0.14154784381389618,0.15253666043281555,0.6418285965919495,0.6154583096504211
13,0.14142607152462006,0.14981244504451752,0.6443321704864502,0.5974666476249695
14,0.1413556933403015,0.1487489640712738,0.640835702419281,0.6284916400909424
15,0.14123889803886414,0.1477263867855072,0.6333500146865845,0.5957916378974915
16,0.14113612473011017,0.15237204730510712,0.6162678599357605,0.4905500113964081
17,0.14104071259498596,0.1491376906633377,0.612625002861023,0.5305833220481873
18,0.14095938205718994,0.1485016644001007,0.614385724067688,0.5618083477020264
19,0.14010114967823029,0.14585602283477783,0.6068893074989319,0.580258309841156
20,0.13971403241157532,0.14738436043262482,0.607403576374054,0.5596833229064941
21,0.1396556943655014,0.14763575792312622,0.6062071323394775,0.5461750030517578
22,0.1395576298236847,0.14846965670585632,0.6066750288009644,0.5582083463668823
23,0.1394442319869995,0.14725977182388306,0.6090463995933533,0.5698583126068115
24,0.13938532769680023,0.14741045236587524,0.6085678339004517,0.5595916509628296
25,0.13933297991752625,0.1483561247587204,0.6115036010742188,0.5385749936103821
26,0.13929857313632965,0.14703164994716644,0.6102321147918701,0.583733320236206
27,0.1391737312078476,0.14600148797035217,0.6123321652412415,0.562624990940094
28,0.13915519416332245,0.14562655985355377,0.6125321388244629,0.565791666507721
29,0.13908399641513824,0.1475856602191925,0.6024285554885864,0.5501166582107544
30,0.13901950418949127,0.14721433818340302,0.6070607304573059,0.5684416890144348
31,0.1389581561088562,0.1455669105052948,0.6158393025398254,0.5620083212852478
32,0.13886965811252594,0.1457061469554901,0.6276928782463074,0.5589083433151245
33,0.13883019983768463,0.146194189786911,0.6310928463935852,0.5139416456222534
34,0.13878902792930603,0.14526230096817017,0.6334714293479919,0.5196166634559631
35,0.13874202966690063,0.14704693853855133,0.6332321166992188,0.5874750018119812
36,0.138690784573555,0.14690998196601868,0.6256071329116821,0.5857916474342346
37,0.13867303729057312,0.14798465371131897,0.632232129573822,0.5762916803359985
38,0.1386159062385559,0.14585745334625244,0.6252714395523071,0.5923166871070862
39,0.13857674598693848,0.1473810076713562,0.6225143074989319,0.5715583562850952
40,0.13858596980571747,0.14689643681049347,0.6323249936103821,0.5784666538238525
41,0.13855291903018951,0.14561493694782257,0.629978597164154,0.5771916508674622
42,0.13850939273834229,0.14698022603988647,0.6277892589569092,0.5880333185195923
43,0.13849382102489471,0.14604425430297852,0.6296214461326599,0.5724166631698608
44,0.13844743371009827,0.14627185463905334,0.6358000040054321,0.5583416819572449
45,0.1384306252002716,0.14652593433856964,0.6425071358680725,0.5797666907310486
46,0.13841241598129272,0.14665420353412628,0.6444249749183655,0.5683666467666626
47,0.13838955760002136,0.14511194825172424,0.6535571217536926,0.628125011920929
48,0.13834360241889954,0.14651206135749817,0.6514071226119995,0.6040166616439819
49,0.13826951384544373,0.14843414723873138,0.6593285799026489,0.6111166477203369
50,0.13822652399539948,0.14634326100349426,0.6654321551322937,0.6197583079338074
51,0.13819091022014618,0.14484818279743195,0.6766035556793213,0.6313833594322205
52,0.13817448914051056,0.14657655358314514,0.6845964193344116,0.6165500283241272
53,0.13815312087535858,0.14675801992416382,0.6866393089294434,0.6324750185012817
54,0.13809901475906372,0.146357461810112,0.6784321665763855,0.6394500136375427
55,0.1380845308303833,0.14654240012168884,0.6849856972694397,0.6188750267028809
56,0.1380597949028015,0.1457476168870926,0.6721535921096802,0.5970166921615601
57,0.13799627125263214,0.14671377837657928,0.6748285889625549,0.59006667137146
58,0.13795997202396393,0.14576423168182373,0.6776071190834045,0.6325500011444092
59,0.1379365622997284,0.1467141956090927,0.6900500059127808,0.5566583275794983
60,0.13790613412857056,0.14397838711738586,0.682528555393219,0.6276583075523376
