Epoch,Training Loss,Validation Loss,Training Accuracy,Validation Accuracy
1,0.16467712819576263,0.15665799379348755,0.5259678363800049,0.5652166604995728
2,0.14444690942764282,0.15257179737091064,0.6029607057571411,0.5350083112716675
3,0.1416187435388565,0.14804083108901978,0.588771402835846,0.5409416556358337
4,0.13992244005203247,0.14676633477210999,0.5941178798675537,0.5499083399772644
5,0.13898754119873047,0.1457301378250122,0.6218964457511902,0.5887083411216736
6,0.1383029818534851,0.145063579082489,0.6430714130401611,0.5723166465759277
7,0.13794687390327454,0.1451333463191986,0.6383678317070007,0.600683331489563
8,0.13776810467243195,0.14484381675720215,0.6190035939216614,0.5945583581924438
9,0.13762609660625458,0.14450496435165405,0.5903964042663574,0.6373083591461182
10,0.13738620281219482,0.14400418102741241,0.6064285635948181,0.5930666923522949
11,0.13727949559688568,0.1443515568971634,0.621649980545044,0.5811916589736938
12,0.13720367848873138,0.14424854516983032,0.6359785795211792,0.6085583567619324
13,0.13715943694114685,0.14399167895317078,0.6353678703308105,0.6438999772071838
14,0.13712579011917114,0.14441239833831787,0.6438142657279968,0.5706250071525574
15,0.13708175718784332,0.14443977177143097,0.6659607291221619,0.5946583151817322
16,0.13700127601623535,0.14379966259002686,0.661478579044342,0.6028416752815247
17,0.13692545890808105,0.14421863853931427,0.6424142718315125,0.5330583453178406
18,0.13688109815120697,0.14570415019989014,0.6425250172615051,0.5337250232696533
19,0.13680048286914825,0.14418014883995056,0.6477749943733215,0.6291999816894531
20,0.13667850196361542,0.14399585127830505,0.6596285700798035,0.5968583226203918
21,0.13661633431911469,0.14390020072460175,0.6830214262008667,0.6128166913986206
22,0.13659609854221344,0.1443505436182022,0.6903821229934692,0.653291642665863
23,0.13660670816898346,0.14380282163619995,0.6090071201324463,0.5253083109855652
24,0.13651591539382935,0.1436789184808731,0.6475821137428284,0.6244750022888184
25,0.1365348994731903,0.14368294179439545,0.6227678656578064,0.6254833340644836
26,0.13651180267333984,0.14340151846408844,0.6799071431159973,0.6584583520889282
27,0.1364988386631012,0.14358702301979065,0.6592535972595215,0.6150500178337097
28,0.13649246096611023,0.1438363939523697,0.671321451663971,0.6574666500091553
29,0.1364939957857132,0.1439817249774933,0.678982138633728,0.6025416851043701
30,0.13648401200771332,0.14367146790027618,0.653164267539978,0.6211249828338623
